over,wickets,total_runs,bat1_runs,bat2_runs,year,final_score
6,52,1,29,20,23,162
7,60,1,35,22,23,162
8,65,1,39,22,23,162
9,70,2,4,40,23,162
10,77,2,42,9,23,162
11,80,2,44,10,23,162
12,90,3,53,1,23,162
13,93,3,3,53,23,162
14,102,3,6,59,23,162
15,120,3,23,60,23,162
16,124,4,2,62,23,162
17,132,4,67,4,23,162
18,142,4,76,5,23,162
19,150,4,7,82,23,162
20,162,5,12,82,23,162
1,9,0,9,0,23,164
2,18,0,4,14,23,164
3,23,0,4,19,23,164
4,27,0,23,4,23,164
5,40,0,14,23,23,164
6,45,0,17,25,23,164
7,57,0,24,30,23,164
8,66,0,32,31,23,164
9,77,1,1,33,23,164
10,82,1,4,35,23,164
11,88,1,38,6,23,164
12,98,1,11,43,23,164
13,109,1,52,13,23,164
14,113,1,54,15,23,164
15,118,1,19,55,23,164
16,129,3,23,1,23,164
17,144,3,15,1,23,164
18,156,3,3,24,23,164
19,164,3,8,27,23,164
1,9,0,1,6,23,116
2,15,0,10,3,23,116
3,27,0,19,5,23,116
4,36,1,13,1,23,116
5,39,1,14,3,23,116
6,43,1,5,16,23,116
7,47,2,2,7,23,116
8,53,2,4,11,23,116
9,56,3,2,12,23,116
10,61,3,5,14,23,116
11,64,3,7,15,23,116
12,70,4,10,18,23,116
13,76,5,0,1,23,116
14,79,5,1,3,23,116
15,83,5,3,5,23,116
16,90,5,7,7,23,116
17,93,6,9,1,23,116
18,98,7,4,11,23,116
19,108,8,16,5,23,116
20,116,9,3,2,23,116
1,9,0,1,6,23,116
2,15,0,10,3,23,116
3,27,0,19,5,23,116
4,36,1,13,1,23,116
5,39,1,14,3,23,116
6,43,1,5,16,23,116
7,47,2,2,7,23,116
8,53,2,4,11,23,116
9,56,3,2,12,23,116
10,61,3,5,14,23,116
11,64,3,7,15,23,116
12,70,4,10,18,23,116
13,76,5,0,1,23,116
14,79,5,1,3,23,116
15,83,5,3,5,23,116
16,90,5,7,7,23,116
17,93,6,9,1,23,116
18,98,7,4,11,23,116
19,108,8,16,5,23,116
20,116,9,3,2,23,116
1,7,0,0,7,23,117
2,9,0,7,0,23,117
3,25,0,16,7,23,117
4,31,1,16,0,23,117
5,37,1,19,3,23,117
6,39,2,0,4,23,117
7,42,3,1,1,23,117
8,46,3,3,3,23,117
9,52,3,6,6,23,117
10,56,4,8,1,23,117
11,68,5,10,2,23,117
12,71,5,10,5,23,117
13,78,5,11,11,23,117
14,81,5,14,11,23,117
15,86,6,0,19,23,117
16,103,6,0,36,23,117
17,110,6,0,43,23,117
18,112,6,44,1,23,117
19,117,6,48,2,23,117
1,13,0,13,0,23,175
2,25,1,25,0,23,175
3,28,1,1,1,23,175
4,36,1,8,2,23,175
5,41,1,5,10,23,175
6,47,1,12,7,23,175
7,51,1,13,8,23,175
8,61,1,11,20,23,175
9,76,1,23,21,23,175
10,86,1,29,25,23,175
11,91,1,32,27,23,175
12,104,1,37,34,23,175
13,109,3,1,38,23,175
14,112,3,39,3,23,175
15,119,4,2,6,23,175
16,132,4,8,13,23,175
17,146,4,20,15,23,175
18,158,4,31,16,23,175
19,164,6,21,1,23,175
20,175,7,6,21,23,175
1,13,0,13,0,23,175
2,25,1,25,0,23,175
3,28,1,1,1,23,175
4,36,1,8,2,23,175
5,41,1,5,10,23,175
6,47,1,12,7,23,175
7,51,1,13,8,23,175
8,61,1,11,20,23,175
9,76,1,23,21,23,175
10,86,1,29,25,23,175
11,91,1,32,27,23,175
12,104,1,37,34,23,175
13,109,3,1,38,23,175
14,112,3,39,3,23,175
15,119,4,2,6,23,175
16,132,4,8,13,23,175
17,146,4,20,15,23,175
18,158,4,31,16,23,175
19,164,6,21,1,23,175
20,175,7,6,21,23,175
1,3,0,2,1,23,178
2,10,0,8,2,23,178
3,23,0,10,13,23,178
4,31,0,21,10,23,178
5,37,1,4,12,23,178
6,43,1,9,13,23,178
7,48,2,15,12,23,178
8,54,3,0,1,23,178
9,62,3,6,3,23,178
10,67,3,10,4,23,178
11,77,3,7,17,23,178
12,85,3,23,9,23,178
13,98,3,35,10,23,178
14,106,3,37,15,23,178
15,119,3,45,20,23,178
16,130,3,22,53,23,178
17,138,5,1,3,23,178
18,156,5,19,3,23,178
19,166,5,8,24,23,178
20,178,5,18,25,23,178
1,3,0,0,3,23,214
2,16,0,6,10,23,214
3,24,0,7,15,23,214
4,43,0,21,15,23,214
5,56,0,25,23,23,214
6,63,0,28,26,23,214
7,66,1,28,29,23,214
8,73,1,35,1,23,214
9,87,1,5,43,23,214
10,101,1,9,51,23,214
11,123,1,66,11,23,214
12,130,1,16,68,23,214
13,135,1,70,19,23,214
14,146,1,29,71,23,214
15,151,2,2,73,23,214
16,162,2,79,5,23,214
17,174,2,11,85,23,214
18,193,2,95,18,23,214
19,198,3,2,97,23,214
20,214,3,15,99,23,214
1,3,0,0,3,23,214
2,16,0,6,10,23,214
3,24,0,7,15,23,214
4,43,0,21,15,23,214
5,56,0,25,23,23,214
6,63,0,28,26,23,214
7,66,1,28,29,23,214
8,73,1,35,1,23,214
9,87,1,5,43,23,214
10,101,1,9,51,23,214
11,123,1,66,11,23,214
12,130,1,16,68,23,214
13,135,1,70,19,23,214
14,146,1,29,71,23,214
15,151,2,2,73,23,214
16,162,2,79,5,23,214
17,174,2,11,85,23,214
18,193,2,95,18,23,214
19,198,3,2,97,23,214
20,214,3,15,99,23,214
1,6,2,1,0,23,111
2,7,2,0,1,23,111
3,17,2,11,0,23,111
4,37,2,20,11,23,111
5,41,2,22,13,23,111
6,49,3,23,20,23,111
7,54,4,22,1,23,111
8,57,5,2,2,23,111
9,61,5,4,4,23,111
10,73,5,15,5,23,111
11,88,5,7,28,23,111
12,93,6,32,1,23,111
13,100,7,1,5,23,111
14,108,7,9,5,23,111
15,111,9,2,1,23,111
16,111,10,2,1,23,111
1,6,0,1,5,23,175
2,20,0,17,2,23,175
3,35,0,21,13,23,175
4,48,0,21,26,23,175
5,58,0,29,28,23,175
6,60,2,1,28,23,175
7,66,2,3,31,23,175
8,70,2,34,4,23,175
9,80,2,38,10,23,175
10,91,2,47,12,23,175
11,101,2,21,48,23,175
12,106,2,24,50,23,175
13,112,2,26,54,23,175
14,117,2,29,55,23,175
15,129,2,40,56,23,175
16,135,3,61,1,23,175
17,137,5,1,2,23,175
18,144,5,6,3,23,175
19,158,5,14,9,23,175
20,175,6,26,0,23,175
1,6,0,1,5,23,175
2,20,0,17,2,23,175
3,35,0,21,13,23,175
4,48,0,21,26,23,175
5,58,0,29,28,23,175
6,60,2,1,28,23,175
7,66,2,3,31,23,175
8,70,2,34,4,23,175
9,80,2,38,10,23,175
10,91,2,47,12,23,175
11,101,2,21,48,23,175
12,106,2,24,50,23,175
13,112,2,26,54,23,175
14,117,2,29,55,23,175
15,129,2,40,56,23,175
16,135,3,61,1,23,175
17,137,5,1,2,23,175
18,144,5,6,3,23,175
19,158,5,14,9,23,175
20,175,6,26,0,23,175
1,6,1,0,0,23,167
2,11,1,4,0,23,167
3,29,1,18,4,23,167
4,38,2,0,25,23,167
5,41,3,2,26,23,167
6,47,3,6,28,23,167
7,60,3,39,8,23,167
8,62,3,40,9,23,167
9,68,3,43,11,23,167
10,80,4,2,16,23,167
11,86,4,4,20,23,167
12,89,5,20,1,23,167
13,97,5,8,21,23,167
14,109,5,19,22,23,167
15,121,5,24,29,23,167
16,131,6,25,5,23,167
17,134,6,26,6,23,167
18,148,6,37,8,23,167
19,154,6,10,40,23,167
20,167,7,51,0,23,167
1,1,1,0,0,23,30
2,2,1,0,1,23,30
3,8,1,5,2,23,30
4,13,1,2,10,23,30
5,20,2,2,11,23,30
6,28,2,19,2,23,30
7,30,2,3,20,23,30
1,15,0,10,5,23,135
2,28,0,22,6,23,135
3,36,1,2,23,23,135
4,45,1,31,3,23,135
5,52,1,3,38,23,135
6,58,2,1,3,23,135
7,67,2,10,3,23,135
8,69,4,1,11,23,135
9,70,5,0,1,23,135
10,73,5,0,3,23,135
11,76,5,1,5,23,135
12,80,5,3,7,23,135
13,85,5,8,7,23,135
14,96,5,14,12,23,135
15,101,6,16,15,23,135
16,106,6,4,15,23,135
17,111,6,6,16,23,135
18,115,7,17,6,23,135
19,128,7,19,0,23,135
20,135,8,5,2,23,135
1,15,0,10,5,23,135
2,28,0,22,6,23,135
3,36,1,2,23,23,135
4,45,1,31,3,23,135
5,52,1,3,38,23,135
6,58,2,1,3,23,135
7,67,2,10,3,23,135
8,69,4,1,11,23,135
9,70,5,0,1,23,135
10,73,5,0,3,23,135
11,76,5,1,5,23,135
12,80,5,3,7,23,135
13,85,5,8,7,23,135
14,96,5,14,12,23,135
15,101,6,16,15,23,135
16,106,6,4,15,23,135
17,111,6,6,16,23,135
18,115,7,17,6,23,135
19,128,7,19,0,23,135
20,135,8,5,2,23,135
1,9,0,3,2,23,139
2,20,0,5,10,23,139
3,24,1,4,10,23,139
4,30,1,15,5,23,139
5,35,1,9,16,23,139
6,41,2,1,14,23,139
7,48,2,4,18,23,139
8,51,2,6,19,23,139
9,58,2,9,23,23,139
10,66,2,25,11,23,139
11,70,2,13,27,23,139
12,79,2,31,17,23,139
13,87,2,20,36,23,139
14,88,3,1,36,23,139
15,98,3,4,43,23,139
16,106,3,6,49,23,139
17,111,3,10,50,23,139
18,126,3,52,23,23,139
19,135,4,60,1,23,139
20,139,4,5,60,23,139
1,12,0,12,0,23,151
2,16,0,3,12,23,151
3,21,0,6,14,23,151
4,25,1,1,6,23,151
5,28,1,7,3,23,151
6,38,1,15,5,23,151
7,45,1,11,16,23,151
8,51,1,14,19,23,151
9,59,1,25,16,23,151
10,72,1,30,24,23,151
11,78,1,27,33,23,151
12,91,1,44,29,23,151
13,95,2,45,3,23,151
14,99,3,5,1,23,151
15,108,3,14,1,23,151
16,120,3,12,14,23,151
17,129,3,15,20,23,151
18,135,3,22,19,23,151
19,143,5,6,23,23,151
20,151,7,4,0,23,151
1,12,0,12,0,23,151
2,16,0,3,12,23,151
3,21,0,6,14,23,151
4,25,1,1,6,23,151
5,28,1,7,3,23,151
6,38,1,15,5,23,151
7,45,1,11,16,23,151
8,51,1,14,19,23,151
9,59,1,25,16,23,151
10,72,1,30,24,23,151
11,78,1,27,33,23,151
12,91,1,44,29,23,151
13,95,2,45,3,23,151
14,99,3,5,1,23,151
15,108,3,14,1,23,151
16,120,3,12,14,23,151
17,129,3,15,20,23,151
18,135,3,22,19,23,151
19,143,5,6,23,23,151
20,151,7,4,0,23,151
1,7,1,2,5,23,131
2,10,1,2,8,23,131
3,16,1,13,3,23,131
4,25,2,19,3,23,131
5,33,2,21,8,23,131
6,42,2,15,23,23,131
7,51,2,22,25,23,131
8,53,3,23,1,23,131
9,56,4,2,25,23,131
10,60,4,27,2,23,131
11,62,4,28,3,23,131
12,73,5,0,31,23,131
13,80,5,3,35,23,131
14,85,6,3,5,23,131
15,94,6,7,9,23,131
16,112,6,24,9,23,131
17,122,7,29,1,23,131
18,126,8,1,3,23,131
19,131,10,0,6,23,131
1,3,1,0,1,23,101
2,10,2,0,4,23,101
3,20,2,14,0,23,101
4,30,2,5,19,23,101
5,34,2,7,21,23,101
6,37,2,9,22,23,101
7,44,3,6,10,23,101
8,49,3,13,7,23,101
9,49,5,0,7,23,101
10,55,5,3,10,23,101
11,66,5,19,5,23,101
12,71,6,5,19,23,101
13,77,6,7,23,23,101
14,79,8,0,8,23,101
15,87,9,15,1,23,101
16,88,9,15,2,23,101
17,90,9,3,16,23,101
18,95,9,3,21,23,101
19,101,9,22,8,23,101
20,101,10,8,22,23,101
1,3,1,0,1,23,101
2,10,2,0,4,23,101
3,20,2,14,0,23,101
4,30,2,5,19,23,101
5,34,2,7,21,23,101
6,37,2,9,22,23,101
7,44,3,6,10,23,101
8,49,3,13,7,23,101
9,49,5,0,7,23,101
10,55,5,3,10,23,101
11,66,5,19,5,23,101
12,71,6,5,19,23,101
13,77,6,7,23,23,101
14,79,8,0,8,23,101
15,87,9,15,1,23,101
16,88,9,15,2,23,101
17,90,9,3,16,23,101
18,95,9,3,21,23,101
19,101,9,22,8,23,101
20,101,10,8,22,23,101
1,3,0,2,1,23,102
2,15,0,14,1,23,102
3,31,0,16,14,23,102
4,36,1,14,1,23,102
5,44,1,20,3,23,102
6,53,1,22,10,23,102
7,57,1,12,24,23,102
8,60,2,0,14,23,102
9,67,3,0,1,23,102
10,73,3,2,5,23,102
11,77,3,3,8,23,102
12,90,3,13,11,23,102
13,97,3,17,14,23,102
14,102,3,19,17,23,102
1,10,0,4,5,23,200
2,25,1,18,6,23,200
3,34,2,5,8,23,200
4,41,2,14,6,23,200
5,49,2,20,8,23,200
6,58,2,11,26,23,200
7,74,2,27,26,23,200
8,84,3,30,1,23,200
9,91,3,6,32,23,200
10,102,3,15,34,23,200
11,108,3,19,36,23,200
12,116,3,24,39,23,200
13,124,3,44,27,23,200
14,141,3,42,46,23,200
15,154,3,42,59,23,200
16,165,4,65,1,23,200
17,172,5,4,68,23,200
18,177,5,72,5,23,200
19,194,5,20,74,23,200
20,200,7,3,0,23,200
1,10,0,4,5,23,200
2,25,1,18,6,23,200
3,34,2,5,8,23,200
4,41,2,14,6,23,200
5,49,2,20,8,23,200
6,58,2,11,26,23,200
7,74,2,27,26,23,200
8,84,3,30,1,23,200
9,91,3,6,32,23,200
10,102,3,15,34,23,200
11,108,3,19,36,23,200
12,116,3,24,39,23,200
13,124,3,44,27,23,200
14,141,3,42,46,23,200
15,154,3,42,59,23,200
16,165,4,65,1,23,200
17,172,5,4,68,23,200
18,177,5,72,5,23,200
19,194,5,20,74,23,200
20,200,7,3,0,23,200
1,15,0,1,9,23,205
2,21,0,9,6,23,205
3,28,0,12,10,23,205
4,46,0,23,17,23,205
5,52,0,20,26,23,205
6,56,0,29,21,23,205
7,65,0,26,33,23,205
8,74,0,29,39,23,205
9,83,0,37,40,23,205
10,104,0,40,58,23,205
11,114,0,48,60,23,205
12,129,0,73,48,23,205
13,140,1,1,49,23,205
14,148,1,4,54,23,205
15,155,1,5,60,23,205
16,159,1,7,61,23,205
17,166,2,66,9,23,205
18,180,3,4,5,23,205
19,193,3,16,5,23,205
20,205,4,28,0,23,205
1,4,0,4,0,23,172
2,12,2,4,4,23,172
3,21,2,8,9,23,172
4,28,3,0,12,23,172
5,30,4,1,1,23,172
6,38,4,7,2,23,172
7,42,4,8,5,23,172
8,48,5,10,1,23,172
9,60,5,18,4,23,172
10,70,5,6,25,23,172
11,74,5,27,8,23,172
12,87,5,20,28,23,172
13,92,5,30,23,23,172
14,101,5,23,39,23,172
15,103,6,40,24,23,172
16,109,7,0,1,23,172
17,128,7,18,2,23,172
18,142,7,30,2,23,172
19,152,7,3,39,23,172
20,172,8,59,3,23,172
1,4,0,4,0,23,172
2,12,2,4,4,23,172
3,21,2,8,9,23,172
4,28,3,0,12,23,172
5,30,4,1,1,23,172
6,38,4,7,2,23,172
7,42,4,8,5,23,172
8,48,5,10,1,23,172
9,60,5,18,4,23,172
10,70,5,6,25,23,172
11,74,5,27,8,23,172
12,87,5,20,28,23,172
13,92,5,30,23,23,172
14,101,5,23,39,23,172
15,103,6,40,24,23,172
16,109,7,0,1,23,172
17,128,7,18,2,23,172
18,142,7,30,2,23,172
19,152,7,3,39,23,172
20,172,8,59,3,23,172
1,11,0,7,3,23,173
2,16,0,10,5,23,173
3,26,1,18,1,23,173
4,37,1,23,5,23,173
5,49,1,24,16,23,173
6,54,1,19,26,23,173
7,68,1,27,32,23,173
8,78,1,35,33,23,173
9,86,1,36,38,23,173
10,92,1,39,40,23,173
11,103,1,49,41,23,173
12,115,1,52,46,23,173
13,141,1,72,52,23,173
14,152,1,55,76,23,173
15,163,1,78,64,23,173
16,167,1,81,65,23,173
17,173,1,85,65,23,173
1,1,0,0,0,23,162
2,12,1,10,0,23,162
3,27,1,22,1,23,162
4,31,1,5,22,23,162
5,39,1,6,29,23,162
6,54,2,0,43,23,162
7,58,2,2,45,23,162
8,70,2,55,4,23,162
9,72,3,1,4,23,162
10,75,3,2,6,23,162
11,83,4,2,8,23,162
12,91,4,4,13,23,162
13,100,4,15,10,23,162
14,104,5,11,3,23,162
15,111,5,8,13,23,162
16,118,6,2,14,23,162
17,121,6,4,15,23,162
18,136,6,18,16,23,162
19,146,8,23,0,23,162
20,162,8,34,5,23,162
1,1,0,0,0,23,162
2,12,1,10,0,23,162
3,27,1,22,1,23,162
4,31,1,5,22,23,162
5,39,1,6,29,23,162
6,54,2,0,43,23,162
7,58,2,2,45,23,162
8,70,2,55,4,23,162
9,72,3,1,4,23,162
10,75,3,2,6,23,162
11,83,4,2,8,23,162
12,91,4,4,13,23,162
13,100,4,15,10,23,162
14,104,5,11,3,23,162
15,111,5,8,13,23,162
16,118,6,2,14,23,162
17,121,6,4,15,23,162
18,136,6,18,16,23,162
19,146,8,23,0,23,162
20,162,8,34,5,23,162
1,15,0,6,9,23,163
2,27,1,12,14,23,163
3,31,2,3,0,23,163
4,34,2,3,3,23,163
5,44,2,9,3,23,163
6,48,3,2,5,23,163
7,54,3,4,9,23,163
8,66,3,6,19,23,163
9,79,3,19,19,23,163
10,83,3,21,21,23,163
11,88,3,24,23,23,163
12,104,3,33,30,23,163
13,113,3,38,34,23,163
14,118,4,1,36,23,163
15,122,4,2,37,23,163
16,130,4,3,44,23,163
17,150,4,23,44,23,163
18,162,4,48,30,23,163
19,163,4,49,30,23,163
1,16,0,15,0,23,155
2,26,0,6,19,23,155
3,32,0,20,9,23,155
4,39,0,25,10,23,155
5,40,2,0,1,23,155
6,43,3,2,1,23,155
7,46,3,3,3,23,155
8,52,3,7,5,23,155
9,59,3,11,8,23,155
10,65,3,12,13,23,155
11,74,3,19,15,23,155
12,80,3,23,17,23,155
13,92,3,34,18,23,155
14,101,3,23,38,23,155
15,108,4,2,43,23,155
16,112,4,4,45,23,155
17,130,5,10,45,23,155
18,133,7,0,48,23,155
19,140,7,2,53,23,155
20,155,7,66,3,23,155
1,16,0,15,0,23,155
2,26,0,6,19,23,155
3,32,0,20,9,23,155
4,39,0,25,10,23,155
5,40,2,0,1,23,155
6,43,3,2,1,23,155
7,46,3,3,3,23,155
8,52,3,7,5,23,155
9,59,3,11,8,23,155
10,65,3,12,13,23,155
11,74,3,19,15,23,155
12,80,3,23,17,23,155
13,92,3,34,18,23,155
14,101,3,23,38,23,155
15,108,4,2,43,23,155
16,112,4,4,45,23,155
17,130,5,10,45,23,155
18,133,7,0,48,23,155
19,140,7,2,53,23,155
20,155,7,66,3,23,155
1,1,0,0,1,23,154
2,4,0,3,1,23,154
3,14,1,9,1,23,154
4,27,1,17,6,23,154
5,33,1,18,11,23,154
6,37,1,13,20,23,154
7,52,1,33,15,23,154
8,59,2,37,18,23,154
9,77,2,32,1,23,154
10,84,3,1,33,23,154
11,88,3,35,3,23,154
12,92,4,1,36,23,154
13,96,4,38,3,23,154
14,103,4,40,5,23,154
15,111,4,42,11,23,154
16,114,4,12,44,23,154
17,118,4,47,13,23,154
18,133,5,6,14,23,154
19,138,6,16,1,23,154
20,154,6,31,2,23,154
1,6,0,1,4,23,172
2,11,0,6,4,23,172
3,20,0,13,5,23,172
4,26,1,1,17,23,172
5,36,2,1,5,23,172
6,46,2,1,14,23,172
7,58,2,9,16,23,172
8,69,2,15,21,23,172
9,76,2,20,23,23,172
10,86,2,25,22,23,172
11,92,2,30,23,23,172
12,98,2,30,28,23,172
13,103,3,1,32,23,172
14,115,3,9,36,23,172
15,133,4,11,37,23,172
16,142,4,39,18,23,172
17,149,5,22,42,23,172
18,164,5,2,54,23,172
19,170,6,58,1,23,172
20,172,10,2,0,23,172
1,6,0,1,4,23,172
2,11,0,6,4,23,172
3,20,0,13,5,23,172
4,26,1,1,17,23,172
5,36,2,1,5,23,172
6,46,2,1,14,23,172
7,58,2,9,16,23,172
8,69,2,15,21,23,172
9,76,2,20,23,23,172
10,86,2,25,22,23,172
11,92,2,30,23,23,172
12,98,2,30,28,23,172
13,103,3,1,32,23,172
14,115,3,9,36,23,172
15,133,4,11,37,23,172
16,142,4,39,18,23,172
17,149,5,22,42,23,172
18,164,5,2,54,23,172
19,170,6,58,1,23,172
20,172,10,2,0,23,172
1,7,0,5,2,23,176
2,20,0,9,6,23,176
3,31,0,13,10,23,176
4,39,0,20,11,23,176
5,45,0,25,12,23,176
6,66,0,38,20,23,176
7,78,0,40,30,23,176
8,80,2,1,1,23,176
9,82,2,2,2,23,176
10,87,2,4,4,23,176
11,92,2,8,5,23,176
12,108,3,23,6,23,176
13,113,3,8,3,23,176
14,126,3,6,17,23,176
15,139,4,1,18,23,176
16,150,4,9,19,23,176
17,156,5,13,2,23,176
18,166,5,22,3,23,176
19,176,5,13,22,23,176
1,1,0,0,1,23,183
2,13,0,13,0,23,183
3,35,0,21,13,23,183
4,42,0,14,27,23,183
5,54,0,17,35,23,183
6,64,0,25,37,23,183
7,67,0,27,38,23,183
8,78,2,0,38,23,183
9,80,3,1,1,23,183
10,83,3,3,2,23,183
11,92,3,7,4,23,183
12,96,3,5,8,23,183
13,107,4,1,5,23,183
14,115,4,7,7,23,183
15,120,4,8,11,23,183
16,136,4,16,19,23,183
17,154,4,27,25,23,183
18,163,4,27,33,23,183
19,170,5,31,35,23,183
20,183,5,40,7,23,183
1,1,0,0,1,23,183
2,13,0,13,0,23,183
3,35,0,21,13,23,183
4,42,0,14,27,23,183
5,54,0,17,35,23,183
6,64,0,25,37,23,183
7,67,0,27,38,23,183
8,78,2,0,38,23,183
9,80,3,1,1,23,183
10,83,3,3,2,23,183
11,92,3,7,4,23,183
12,96,3,5,8,23,183
13,107,4,1,5,23,183
14,115,4,7,7,23,183
15,120,4,8,11,23,183
16,136,4,16,19,23,183
17,154,4,27,25,23,183
18,163,4,27,33,23,183
19,170,5,31,35,23,183
20,183,5,40,7,23,183
1,2,1,0,1,23,187
2,18,1,2,12,23,187
3,24,1,6,13,23,187
4,40,1,6,28,23,187
5,47,1,12,29,23,187
6,50,1,31,13,23,187
7,68,1,15,46,23,187
8,74,1,18,49,23,187
9,82,1,55,20,23,187
10,96,1,69,20,23,187
11,117,1,39,69,23,187
12,135,1,57,69,23,187
13,142,2,0,70,23,187
14,150,2,77,1,23,187
15,156,2,5,79,23,187
16,164,2,81,11,23,187
17,169,3,82,13,23,187
18,171,4,14,1,23,187
19,187,4,4,12,23,187
1,5,0,4,1,23,154
2,17,0,11,5,23,154
3,25,0,17,6,23,154
4,28,1,0,6,23,154
5,33,2,2,9,23,154
6,37,2,2,11,23,154
7,40,2,4,12,23,154
8,43,2,5,13,23,154
9,47,4,15,1,23,154
10,57,4,9,17,23,154
11,62,4,11,19,23,154
12,78,4,12,34,23,154
13,85,4,40,13,23,154
14,91,4,44,15,23,154
15,98,4,49,17,23,154
16,117,4,21,64,23,154
17,130,4,74,24,23,154
18,140,5,83,25,23,154
19,147,5,1,30,23,154
20,154,8,0,1,23,154
1,5,0,4,1,23,154
2,17,0,11,5,23,154
3,25,0,17,6,23,154
4,28,1,0,6,23,154
5,33,2,2,9,23,154
6,37,2,2,11,23,154
7,40,2,4,12,23,154
8,43,2,5,13,23,154
9,47,4,15,1,23,154
10,57,4,9,17,23,154
11,62,4,11,19,23,154
12,78,4,12,34,23,154
13,85,4,40,13,23,154
14,91,4,44,15,23,154
15,98,4,49,17,23,154
16,117,4,21,64,23,154
17,130,4,74,24,23,154
18,140,5,83,25,23,154
19,147,5,1,30,23,154
20,154,8,0,1,23,154
1,5,0,2,3,23,155
2,18,0,16,2,23,155
3,23,0,18,5,23,155
4,28,0,7,20,23,155
5,37,1,15,1,23,155
6,41,2,1,2,23,155
7,54,3,12,3,23,155
8,62,3,8,3,23,155
9,66,4,0,9,23,155
10,73,4,14,2,23,155
11,79,4,15,7,23,155
12,86,4,20,9,23,155
13,92,4,22,12,23,155
14,96,4,14,24,23,155
15,108,4,21,29,23,155
16,117,4,28,31,23,155
17,130,5,36,1,23,155
18,137,5,8,36,23,155
19,147,6,39,1,23,155
20,155,6,47,1,23,155
1,3,1,1,0,23,162
2,5,2,1,2,23,162
3,7,2,2,3,23,162
4,17,2,13,2,23,162
5,23,2,16,5,23,162
6,33,2,13,18,23,162
7,45,2,26,16,23,162
8,60,2,30,27,23,162
9,76,2,29,40,23,162
10,80,2,42,31,23,162
11,85,2,46,32,23,162
12,99,2,34,52,23,162
13,110,2,62,35,23,162
14,124,2,47,64,23,162
15,136,3,11,48,23,162
16,149,3,22,50,23,162
17,158,4,1,23,23,162
18,160,5,24,1,23,162
19,161,8,0,1,23,162
20,162,10,0,1,23,162
1,3,1,1,0,23,162
2,5,2,1,2,23,162
3,7,2,2,3,23,162
4,17,2,13,2,23,162
5,23,2,16,5,23,162
6,33,2,13,18,23,162
7,45,2,26,16,23,162
8,60,2,30,27,23,162
9,76,2,29,40,23,162
10,80,2,42,31,23,162
11,85,2,46,32,23,162
12,99,2,34,52,23,162
13,110,2,62,35,23,162
14,124,2,47,64,23,162
15,136,3,11,48,23,162
16,149,3,22,50,23,162
17,158,4,1,23,23,162
18,160,5,24,1,23,162
19,161,8,0,1,23,162
20,162,10,0,1,23,162
1,1,0,0,1,23,149
2,2,0,0,2,23,149
3,16,0,16,0,23,149
4,26,0,3,23,23,149
5,29,1,4,1,23,149
6,35,2,9,2,23,149
7,43,2,6,10,23,149
8,55,2,13,15,23,149
9,71,2,22,22,23,149
10,80,2,28,23,23,149
11,85,2,29,27,23,149
12,96,2,37,30,23,149
13,105,2,44,32,23,149
14,112,3,50,1,23,149
15,118,3,4,52,23,149
16,122,3,6,54,23,149
17,130,4,8,1,23,149
18,135,5,3,1,23,149
19,146,6,4,6,23,149
20,149,8,1,4,23,149
1,1,1,0,1,23,172
2,11,1,5,4,23,172
3,23,1,13,8,23,172
4,35,1,19,14,23,172
5,41,1,23,16,23,172
6,50,1,30,17,23,172
7,58,1,33,22,23,172
8,67,1,35,29,23,172
9,76,1,42,31,23,172
10,90,1,36,50,23,172
11,98,1,55,38,23,172
12,108,2,1,63,23,172
13,113,2,64,5,23,172
14,126,3,1,64,23,172
15,136,3,11,64,23,172
16,149,3,22,65,23,172
17,157,4,1,71,23,172
18,165,5,73,4,23,172
19,166,9,0,1,23,172
20,172,10,5,0,23,172
1,1,1,0,1,23,172
2,11,1,5,4,23,172
3,23,1,13,8,23,172
4,35,1,19,14,23,172
5,41,1,23,16,23,172
6,50,1,30,17,23,172
7,58,1,33,22,23,172
8,67,1,35,29,23,172
9,76,1,42,31,23,172
10,90,1,36,50,23,172
11,98,1,55,38,23,172
12,108,2,1,63,23,172
13,113,2,64,5,23,172
14,126,3,1,64,23,172
15,136,3,11,64,23,172
16,149,3,22,65,23,172
17,157,4,1,71,23,172
18,165,5,73,4,23,172
19,166,9,0,1,23,172
20,172,10,5,0,23,172
1,11,0,10,0,23,157
2,14,0,10,1,23,157
3,22,0,9,10,23,157
4,30,0,15,11,23,157
5,45,0,27,14,23,157
6,56,0,24,28,23,157
7,60,1,26,1,23,157
8,65,1,3,29,23,157
9,72,1,34,4,23,157
10,81,1,36,9,23,157
11,88,1,40,11,23,157
12,92,2,0,43,23,157
13,97,2,46,2,23,157
14,101,3,1,4,23,157
15,115,3,18,1,23,157
16,123,4,1,3,23,157
17,128,6,6,2,23,157
18,136,7,1,9,23,157
19,147,8,19,1,23,157
20,157,9,10,1,23,157
1,6,1,1,5,23,155
2,13,1,6,6,23,155
3,19,1,7,11,23,155
4,33,1,25,7,23,155
5,43,1,33,9,23,155
6,45,2,10,1,23,155
7,52,2,16,2,23,155
8,59,2,22,3,23,155
9,75,2,37,4,23,155
10,80,2,7,39,23,155
11,86,3,11,41,23,155
12,91,3,44,2,23,155
13,96,5,1,4,23,155
14,98,6,0,1,23,155
